,Entity,Code,Year,Deaths
913,Slovenia,SVN,2010,180.871143623349
914,Slovenia,SVN,2011,173.27617735982804
915,Solomon Islands,SLB,2007,493.7785977679512
916,Solomon Islands,SLB,2008,490.4857674399335
917,Solomon Islands,SLB,2009,488.0577595709901
918,Solomon Islands,SLB,2010,484.9650134518161
919,Solomon Islands,SLB,2011,480.13243619908326
920,Somalia,SOM,2007,402.1993782110866
921,Somalia,SOM,2008,397.44451019795184
922,Somalia,SOM,2009,392.3186272836729
923,Somalia,SOM,2010,388.01603850704777
924,Somalia,SOM,2011,385.7913309355966
925,South Africa,ZAF,2007,290.90733928513765
926,South Africa,ZAF,2008,285.1441418990423
927,South Africa,ZAF,2009,278.25466328570263
928,South Africa,ZAF,2010,266.4757807049046
929,South Africa,ZAF,2011,254.1184903704464
930,South Asia,,2007,295.1026081792075
931,South Asia,,2008,297.6713833936605
932,South Asia,,2009,298.8311994472275
933,South Asia,,2010,301.4294328698016
934,South Asia,,2011,302.0377842302308
935,South Korea,KOR,2007,132.43609019757426
936,South Korea,KOR,2008,122.29230842895542
937,South Korea,KOR,2009,113.89084332649888
938,South Korea,KOR,2010,108.54612825481706
939,South Korea,KOR,2011,104.63838675218668
940,South Sudan,SSD,2007,309.5521012320613
941,South Sudan,SSD,2008,305.07716334648427
942,South Sudan,SSD,2009,300.28348027289906
943,South Sudan,SSD,2010,296.0391714648367
944,South Sudan,SSD,2011,292.269568481034
945,Southeast Asia,,2007,288.6380818309216
946,Southeast Asia,,2008,287.1399335861705
947,Southeast Asia,,2009,284.1733386018293
948,Southeast Asia,,2010,281.1451427791757
949,Southeast Asia,,2011,277.1944665339351
950,"Southeast Asia, East Asia, and Oceania",,2007,274.82928673546
951,"Southeast Asia, East Asia, and Oceania",,2008,276.2028442011726
952,"Southeast Asia, East Asia, and Oceania",,2009,279.5695094890372
953,"Southeast Asia, East Asia, and Oceania",,2010,282.1513905074114
954,"Southeast Asia, East Asia, and Oceania",,2011,281.43225797459405
955,Southern Latin America,,2007,201.52101490364896
956,Southern Latin America,,2008,190.09523559201256
957,Southern Latin America,,2009,188.2250808436922
958,Southern Latin America,,2010,186.8782545462329
959,Southern Latin America,,2011,184.36509322999004
960,Southern Sub-Saharan Africa,,2007,309.26873963519495
961,Southern Sub-Saharan Africa,,2008,304.6584179184904
962,Southern Sub-Saharan Africa,,2009,298.2853038107975
963,Southern Sub-Saharan Africa,,2010,287.0551054560949
964,Southern Sub-Saharan Africa,,2011,274.43158527337334
965,Spain,ESP,2007,131.78025489222884
966,Spain,ESP,2008,127.09848649809032
967,Spain,ESP,2009,120.0596993695238
968,Spain,ESP,2010,114.38879664426716
969,Spain,ESP,2011,111.92787960122328
970,Sri Lanka,LKA,2007,255.66878423139227
971,Sri Lanka,LKA,2008,255.5667428922125
972,Sri Lanka,LKA,2009,239.8354845748165
973,Sri Lanka,LKA,2010,235.9763007651921
974,Sri Lanka,LKA,2011,232.5271990072957
975,Sub-Saharan Africa,,2007,279.6012429526411
976,Sub-Saharan Africa,,2008,275.0614204393568
977,Sub-Saharan Africa,,2009,270.8136882937661
978,Sub-Saharan Africa,,2010,266.10601386926567
979,Sub-Saharan Africa,,2011,261.55573981630295
980,Sudan,SDN,2007,494.7037440491373
981,Sudan,SDN,2008,487.2046172921334
982,Sudan,SDN,2009,479.9593752197974
983,Sudan,SDN,2010,472.78647169674497
984,Sudan,SDN,2011,464.592007971482
985,Suriname,SUR,2007,278.5970533161105
986,Suriname,SUR,2008,268.0230236816811
987,Suriname,SUR,2009,257.9376095882887
988,Suriname,SUR,2010,253.9580508733205
989,Suriname,SUR,2011,248.0922844619297
990,Sweden,SWE,2007,173.7611567917102
991,Sweden,SWE,2008,169.22016813544658
992,Sweden,SWE,2009,164.1539851370374
993,Sweden,SWE,2010,156.15271804698307
994,Sweden,SWE,2011,153.60397088134695
995,Switzerland,CHE,2007,132.11595756155546
996,Switzerland,CHE,2008,127.29239880076474
997,Switzerland,CHE,2009,125.2900090843136
998,Switzerland,CHE,2010,120.72844335403526
999,Switzerland,CHE,2011,114.81379016898016
1000,Syria,SYR,2007,392.7663090670238
1001,Syria,SYR,2008,393.988785013048
1002,Syria,SYR,2009,387.13456353790656
1003,Syria,SYR,2010,381.9069975261649
1004,Syria,SYR,2011,379.12420010692136
1005,Taiwan,TWN,2007,119.97689300702584
1006,Taiwan,TWN,2008,116.42429215331336
1007,Taiwan,TWN,2009,111.07113405243166
1008,Taiwan,TWN,2010,107.76456983449204
1009,Taiwan,TWN,2011,109.3155176257789
1010,Tajikistan,TJK,2007,435.6082116105049
1011,Tajikistan,TJK,2008,434.3166992039901
1012,Tajikistan,TJK,2009,431.57800388628175
1013,Tajikistan,TJK,2010,430.02321683024
1014,Tajikistan,TJK,2011,429.7030009534682
1015,Tanzania,TZA,2007,227.45123536900056
1016,Tanzania,TZA,2008,225.42181708696987
1017,Tanzania,TZA,2009,223.1443832450998
1018,Tanzania,TZA,2010,221.1739186358116
1019,Tanzania,TZA,2011,219.0279263724593
1020,Thailand,THA,2007,138.6037365439819
1021,Thailand,THA,2008,133.43929080983298
1022,Thailand,THA,2009,126.18457421565827
1023,Thailand,THA,2010,124.34502915318772
1024,Thailand,THA,2011,120.00979359684813
1025,Timor,TLS,2007,333.5869664816657
1026,Timor,TLS,2008,329.16979493450106
1027,Timor,TLS,2009,326.5054040579291
1028,Timor,TLS,2010,324.580525554846
1029,Timor,TLS,2011,324.0812077611903
1030,Togo,TGO,2007,310.0720598022291
1031,Togo,TGO,2008,310.3390532079249
1032,Togo,TGO,2009,307.76831702607
1033,Togo,TGO,2010,306.37683392630976
1034,Togo,TGO,2011,303.6181900856865
1035,Tonga,TON,2007,247.95991595485145
1036,Tonga,TON,2008,245.70797407303647
1037,Tonga,TON,2009,244.26497755912408
1038,Tonga,TON,2010,244.15426090902497
1039,Tonga,TON,2011,241.49286714231744
1040,Trinidad and Tobago,TTO,2007,254.53986666559967
1041,Trinidad and Tobago,TTO,2008,257.7068895183174
1042,Trinidad and Tobago,TTO,2009,244.41433027354023
1043,Trinidad and Tobago,TTO,2010,231.47339520599385
1044,Trinidad and Tobago,TTO,2011,214.7092297935008
1045,Tropical Latin America,,2007,206.65239397359565
1046,Tropical Latin America,,2008,202.15953424762915
1047,Tropical Latin America,,2009,198.8716260367219
1048,Tropical Latin America,,2010,196.1191816266632
1049,Tropical Latin America,,2011,192.80113340719225
1050,Tunisia,TUN,2007,351.1101880850396
1051,Tunisia,TUN,2008,345.6119542398141
1052,Tunisia,TUN,2009,339.96474805819827
1053,Tunisia,TUN,2010,334.6828052547871
1054,Tunisia,TUN,2011,331.46932717132034
1055,Turkey,TUR,2007,187.2455387758337
1056,Turkey,TUR,2008,183.64041082781267
1057,Turkey,TUR,2009,188.18046114303945
1058,Turkey,TUR,2010,186.96242930899817
1059,Turkey,TUR,2011,184.84993305333904
1060,Turkmenistan,TKM,2007,719.0068834672903
1061,Turkmenistan,TKM,2008,668.5819378910827
1062,Turkmenistan,TKM,2009,600.1762142408483
1063,Turkmenistan,TKM,2010,560.8838676719753
1064,Turkmenistan,TKM,2011,550.717228304074
1065,Uganda,UGA,2007,270.04962137725045
1066,Uganda,UGA,2008,259.3488516890574
1067,Uganda,UGA,2009,250.06401036274343
1068,Uganda,UGA,2010,241.33511469574844
1069,Uganda,UGA,2011,234.29557218004555
1070,Ukraine,UKR,2007,637.7829105591062
1071,Ukraine,UKR,2008,637.6527371683462
1072,Ukraine,UKR,2009,587.0582640239768
1073,Ukraine,UKR,2010,571.125015875827
1074,Ukraine,UKR,2011,546.2865402551066
1075,United Arab Emirates,ARE,2007,336.04439426822665
1076,United Arab Emirates,ARE,2008,325.31825109332
1077,United Arab Emirates,ARE,2009,322.72226991136193
1078,United Arab Emirates,ARE,2010,322.23906349003363
1079,United Arab Emirates,ARE,2011,321.9384737422018
1080,United Kingdom,GBR,2007,156.29858252458504
1081,United Kingdom,GBR,2008,151.14597493141633
1082,United Kingdom,GBR,2009,142.04075144983247
1083,United Kingdom,GBR,2010,135.9897180962311
1084,United Kingdom,GBR,2011,129.25957234667277
1085,United States,USA,2007,171.66949390348384
1086,United States,USA,2008,167.1521853887909
1087,United States,USA,2009,161.9410593237799
1088,United States,USA,2010,156.11141908564156
1089,United States,USA,2011,154.96147126225085
1090,United States Virgin Islands,VIR,2007,275.9797234735932
1091,United States Virgin Islands,VIR,2008,274.7454145421389
1092,United States Virgin Islands,VIR,2009,271.77823473638955
1093,United States Virgin Islands,VIR,2010,268.95070066297296
1094,United States Virgin Islands,VIR,2011,262.0193852175271
1095,Uruguay,URY,2007,200.9020874008997
1096,Uruguay,URY,2008,185.43885329090705
1097,Uruguay,URY,2009,175.4086111719091
1098,Uruguay,URY,2010,171.83708316235487
1099,Uruguay,URY,2011,175.33867207485534
1100,Uzbekistan,UZB,2007,779.6166583047615
1101,Uzbekistan,UZB,2008,791.33488058298
1102,Uzbekistan,UZB,2009,781.9869854138312
1103,Uzbekistan,UZB,2010,778.8174767228115
1104,Uzbekistan,UZB,2011,771.3129262739111
1105,Vanuatu,VUT,2007,571.0341643001426
1106,Vanuatu,VUT,2008,566.9193034469971
1107,Vanuatu,VUT,2009,563.1560691252104
1108,Vanuatu,VUT,2010,558.502311909523
1109,Vanuatu,VUT,2011,555.3157502861525
1110,Venezuela,VEN,2007,201.82167851148284
1111,Venezuela,VEN,2008,204.0805859923141
1112,Venezuela,VEN,2009,200.67899236455705
1113,Venezuela,VEN,2010,195.02710452466275
1114,Venezuela,VEN,2011,194.89440158302665
1115,Vietnam,VNM,2007,274.1954192527202
1116,Vietnam,VNM,2008,270.1509752118264
1117,Vietnam,VNM,2009,266.36653065222674
1118,Vietnam,VNM,2010,262.4188678183754
1119,Vietnam,VNM,2011,258.2632200621962
1120,Wales,,2007,165.97231676833468
1121,Wales,,2008,159.97406638818765
1122,Wales,,2009,151.28392540544456
1123,Wales,,2010,143.68482398346228
1124,Wales,,2011,137.21642211536223
1125,Western Europe,,2007,150.95272724060175
1126,Western Europe,,2008,146.80433942223385
1127,Western Europe,,2009,142.06773249786477
1128,Western Europe,,2010,136.6034697646204
1129,Western Europe,,2011,132.9876745508196
1130,Western Sub-Saharan Africa,,2007,250.4238510182354
1131,Western Sub-Saharan Africa,,2008,246.04323299047036
1132,Western Sub-Saharan Africa,,2009,243.30717229528145
1133,Western Sub-Saharan Africa,,2010,240.9654559280311
1134,Western Sub-Saharan Africa,,2011,238.86720986139844
1135,World,OWID_WRL,2007,259.8985743857976
1136,World,OWID_WRL,2008,257.7172492847184
1137,World,OWID_WRL,2009,254.574124902061
1138,World,OWID_WRL,2010,252.670964126913
1139,World,OWID_WRL,2011,249.0129339183471
1140,Yemen,YEM,2007,529.1097621851218
1141,Yemen,YEM,2008,520.2504529133512
1142,Yemen,YEM,2009,512.938152672948
1143,Yemen,YEM,2010,504.63959366460944
1144,Yemen,YEM,2011,499.3244994128616
1145,Zambia,ZMB,2007,270.36488695856315
1146,Zambia,ZMB,2008,266.9862334680251
1147,Zambia,ZMB,2009,261.5000831122331
1148,Zambia,ZMB,2010,259.8848155967624
1149,Zambia,ZMB,2011,255.6340849641704
1150,Zimbabwe,ZWE,2007,397.5788799041226
1151,Zimbabwe,ZWE,2008,399.0601413064687
1152,Zimbabwe,ZWE,2009,397.3711154846517
1153,Zimbabwe,ZWE,2010,387.6959575839848
1154,Zimbabwe,ZWE,2011,370.4478208082734
