,Entity,Year,Vegetable Oil,Deaths
165,Botswana,2008,229.56164383561645,253.45420633761697
166,Brazil,2008,438.90410958904107,201.9912989648133
167,Brunei,2008,317.83561643835617,219.1366468670429
168,Bulgaria,2008,256.43835616438355,492.89069620335295
169,Burkina Faso,2008,149.4246575342466,280.0049802089224
171,Cameroon,2008,215.26027397260273,292.3333356618832
173,Central African Republic,2008,318.0821917808219,450.7133726503574
174,Chad,2008,97.64383561643837,292.59673895545586
175,Chile,2008,192.32876712328766,141.16117210603954
176,China,2008,189.86301369863014,273.87116714626313
177,Colombia,2008,329.42465753424653,156.90410575423465
178,Congo,2008,235.4794520547945,390.3860572236829
180,Croatia,2008,396.98630136986304,338.34539303825443
181,Cuba,2008,89.5068493150685,203.5257026406642
182,Cyprus,2008,366.4109589041096,194.4084862539983
183,Denmark,2008,175.06849315068496,150.32193631860184
184,Djibouti,2008,365.1780821917808,283.3361319812448
185,Dominican Republic,2008,443.83561643835617,231.73551080080085
186,Ecuador,2008,389.09589041095893,166.1897645882006
187,Egypt,2008,138.08219178082192,534.5218293957436
188,El Salvador,2008,140.3013698630137,172.76387942189123
189,Estonia,2008,207.12328767123287,360.1613371627868
190,Ethiopia,2008,72.0,236.1570323124492
191,Fiji,2008,233.75342465753425,454.2383689233963
192,Finland,2008,253.97260273972603,187.2509215952159
194,Gabon,2008,116.38356164383562,310.51972909349723
195,Gambia,2008,343.7260273972603,341.1653379792424
196,Georgia,2008,155.34246575342465,495.7688948361843
197,Germany,2008,461.09589041095893,173.19597482667635
198,Ghana,2008,207.12328767123287,328.65222672350063
200,Guatemala,2008,208.84931506849315,154.50751108103418
201,Guinea,2008,346.6849315068493,334.5195090770122
202,Guyana,2008,95.42465753424658,375.7256358097837
203,Haiti,2008,202.43835616438355,459.9271708430111
204,Honduras,2008,266.05479452054794,249.6280753101518
205,Hungary,2008,485.75342465753425,339.96519100118206
206,Iceland,2008,78.9041095890411,137.51068813009874
207,India,2008,204.65753424657535,273.8964336579899
208,Indonesia,2008,216.986301369863,350.2309681918094
209,Iraq,2008,418.1917808219178,384.8129521695381
210,Iran,2008,268.7671232876712,295.06207648052293
211,Ireland,2008,406.8493150684932,163.9278681496663
214,Jamaica,2008,264.0821917808219,181.42443475863823
216,Jordan,2008,392.05479452054794,248.8369802337769
218,Kenya,2008,165.2054794520548,249.2996875741444
219,Kuwait,2008,502.027397260274,189.3776883156832
220,Kyrgyzstan,2008,152.87671232876713,544.1123106410282
222,Latvia,2008,323.013698630137,433.770181809098
223,Lebanon,2008,453.45205479452056,286.57394649594266
225,Liberia,2008,409.56164383561645,283.2795410494723
226,Lithuania,2008,204.65753424657535,420.46895671774746
227,Luxembourg,2008,404.3835616438356,160.2151267519921
228,Madagascar,2008,77.42465753424658,433.485099212785
229,Malawi,2008,90.73972602739725,263.1110481549723
230,Malaysia,2008,384.6575342465753,286.493679811507
231,Maldives,2008,78.41095890410958,248.7157667310252
232,Mali,2008,210.08219178082192,280.3852031078624
233,Malta,2008,293.42465753424653,197.2393367388144
234,Mauritania,2008,324.24657534246575,255.76190370612585
235,Mauritius,2008,463.8082191780822,262.9032046822193
236,Mexico,2008,258.90410958904107,149.48742782698207
237,Moldova,2008,340.2739726027397,510.75644287934784
239,Montenegro,2008,357.5342465753425,407.1052385767717
240,Morocco,2008,273.6986301369863,478.7460776191031
241,Mozambique,2008,195.04109589041096,362.6849217510721
242,Myanmar,2008,192.32876712328766,256.41578642514537
243,Namibia,2008,163.4794520547945,317.6757364516296
244,Nepal,2008,207.86301369863014,251.7777483914521
245,Netherlands,2008,399.45205479452056,133.8315187200457
246,New Zealand,2008,231.78082191780823,155.24315648371177
247,Nicaragua,2008,230.54794520547946,164.5267397049868
248,Niger,2008,112.1917808219178,240.88863809603217
249,Nigeria,2008,350.8767123287671,190.4347755343973
250,Norway,2008,448.7671232876712,146.28756384561945
251,Oman,2008,245.0958904109589,320.95764864926593
252,Pakistan,2008,303.28767123287673,441.6630500810234
253,Panama,2008,195.04109589041096,139.81910373873066
254,Paraguay,2008,340.027397260274,208.81144559605275
256,Philippines,2008,108.4931506849315,366.8479737618475
257,Poland,2008,293.42465753424653,293.6870979622008
258,Portugal,2008,498.0821917808219,162.34638818931404
259,Romania,2008,310.6849315068493,452.8350290694332
262,Saudi Arabia,2008,396.4931506849315,305.66719718782747
263,Senegal,2008,414.986301369863,244.6496323426599
264,Serbia,2008,239.17808219178085,488.83351373145126
265,Sierra Leone,2008,325.47945205479454,359.2842066288454
266,Slovakia,2008,263.83561643835617,370.3929000804301
267,Slovenia,2008,327.94520547945206,194.97938512187844
268,South Africa,2008,330.4109589041096,285.1441418990423
272,Suriname,2008,382.93150684931504,268.0230236816811
273,Sweden,2008,404.3835616438356,169.22016813544658
274,Switzerland,2008,485.75342465753425,127.29239880076474
276,Tajikistan,2008,246.5753424657534,434.3166992039901
277,Tanzania,2008,172.84931506849315,225.42181708696987
278,Thailand,2008,184.93150684931504,133.43929080983298
279,Togo,2008,210.08219178082192,310.3390532079249
280,Trinidad and Tobago,2008,243.6164383561644,257.7068895183174
281,Tunisia,2008,524.4657534246576,345.6119542398141
282,Turkey,2008,552.3287671232877,183.64041082781267
284,Uganda,2008,199.4794520547945,259.3488516890574
286,United Arab Emirates,2008,232.02739726027397,325.31825109332
287,United Kingdom,2008,451.2328767123288,151.14597493141633
288,Uruguay,2008,235.72602739726028,185.43885329090705
290,Venezuela,2008,421.6438356164383,204.0805859923141
291,Vietnam,2008,81.36986301369863,270.1509752118264
292,Yemen,2008,199.72602739726028,520.2504529133512
293,Zambia,2008,109.72602739726027,266.9862334680251
294,Zimbabwe,2008,258.6575342465753,399.0601413064687
295,World,2008,276.16438356164383,257.7172492847184
297,Albania,2009,172.60273972602738,328.2437002196052
298,Algeria,2009,303.28767123287673,316.0801114289973
299,Angola,2009,219.45205479452054,328.7227314097413
300,Argentina,2009,355.06849315068496,206.36221319236185
301,Armenia,2009,175.06849315068496,396.2587896301043
305,Bahamas,2009,140.54794520547946,243.75022088929
306,Bangladesh,2009,152.87671232876713,376.6876934618824
307,Belarus,2009,323.013698630137,532.6357129117062
309,Belize,2009,177.53424657534248,194.2568651145384
310,Benin,2009,170.13698630136986,251.69355593674885
311,Bolivia,2009,73.97260273972603,220.0410974718937
312,Bosnia and Herzegovina,2009,167.67123287671234,344.75819386746696
313,Botswana,2009,226.84931506849315,260.2091956820375
314,Brazil,2009,431.5068493150685,198.4519346394022
315,Brunei,2009,313.1506849315068,216.21878218243447
316,Bulgaria,2009,396.98630136986304,477.9615584543789
317,Burkina Faso,2009,133.15068493150685,282.0725582427778
319,Cameroon,2009,216.986301369863,288.4709635774861
321,Central African Republic,2009,305.75342465753425,449.85353643536814
322,Chad,2009,86.30136986301369,293.8994426416761
323,Chile,2009,194.7945205479452,143.50200130055586
324,China,2009,202.1917808219178,279.4100933926772
325,Colombia,2009,315.6164383561644,153.22989088717588
326,Congo,2009,221.91780821917808,383.77224364555474
328,Croatia,2009,335.3424657534247,317.58064471928014
329,Cuba,2009,138.08219178082192,201.9915757981548
330,Cyprus,2009,429.041095890411,183.14943937825623
331,Denmark,2009,209.5890410958904,145.31910365002764
332,Djibouti,2009,360.0,279.9790791233814
333,Dominican Republic,2009,438.90410958904107,232.1918296302348
334,Ecuador,2009,374.79452054794524,159.69482046407924
335,Egypt,2009,138.08219178082192,543.2270016750919
336,El Salvador,2009,143.013698630137,176.06875793634782
337,Estonia,2009,189.86301369863014,343.5088511152311
339,Fiji,2009,261.3698630136986,445.1526543072752
340,Finland,2009,253.97260273972603,182.74110063556583
342,Gabon,2009,130.6849315068493,302.57836935638335
343,Gambia,2009,394.52054794520546,340.55689070792846
344,Georgia,2009,263.83561643835617,512.6866724256065
345,Germany,2009,446.3013698630137,169.85368389564567
346,Ghana,2009,192.32876712328766,326.69433281878963
348,Guatemala,2009,182.46575342465752,160.16052710365452
349,Guinea,2009,342.73972602739724,338.3558974141051
350,Guyana,2009,93.69863013698631,368.4665299830376
351,Haiti,2009,214.5205479452055,455.4801460180732
352,Honduras,2009,271.2328767123288,247.5154876263946
353,Hungary,2009,461.09589041095893,338.9602148230384
354,Iceland,2009,157.8082191780822,135.2060372383906
355,India,2009,226.84931506849315,276.12864224560656
356,Indonesia,2009,221.91780821917808,351.5678441027643
357,Iraq,2009,396.98630136986304,359.1618903992784
358,Iran,2009,263.83561643835617,290.06567967745406
359,Ireland,2009,387.1232876712329,159.69529849415386
362,Jamaica,2009,256.43835616438355,193.32185631317887
364,Jordan,2009,451.2328767123288,238.8941678323795
366,Kenya,2009,187.39726027397262,246.60381151229348
367,Kuwait,2009,475.8904109589041,175.64708363975936
368,Kyrgyzstan,2009,140.54794520547946,525.0605456759625
370,Latvia,2009,396.98630136986304,413.4436220228812
371,Lebanon,2009,446.3013698630137,283.3433107253735
373,Liberia,2009,414.24657534246575,285.28702995871043
374,Lithuania,2009,199.72602739726028,385.0979022334524
375,Luxembourg,2009,347.67123287671234,155.28547683690658
377,Malawi,2009,93.69863013698631,256.6373384796464
378,Malaysia,2009,379.7260273972603,288.8433172844924
379,Maldives,2009,76.43835616438356,223.83132091600152
380,Mali,2009,219.45205479452054,278.2097007240852
381,Malta,2009,290.958904109589,190.0209138202684
382,Mauritania,2009,330.4109589041096,252.2385455684022
383,Mauritius,2009,421.6438356164383,249.5755995743004
384,Mexico,2009,241.64383561643837,152.62586108490382
385,Moldova,2009,350.1369863013699,511.2774254280736
387,Montenegro,2009,318.0821917808219,389.0179386808626
388,Morocco,2009,283.56164383561645,470.43179725238247
389,Mozambique,2009,184.93150684931504,361.8581955793747
390,Myanmar,2009,214.5205479452055,247.71204643726955
391,Namibia,2009,150.4109589041096,299.37638541021886
392,Nepal,2009,216.986301369863,254.88693735247705
393,Netherlands,2009,355.06849315068496,127.04162193722102
394,New Zealand,2009,212.05479452054794,148.82948425635666
395,Nicaragua,2009,219.45205479452054,158.92912158652135
396,Niger,2009,108.4931506849315,239.2353234973861
397,Nigeria,2009,283.56164383561645,186.2558563677252
398,Norway,2009,382.1917808219178,141.44253492888168
399,Oman,2009,236.71232876712327,314.88111946384424
400,Pakistan,2009,303.28767123287673,438.3955933261129
401,Panama,2009,219.45205479452054,139.97484005187115
402,Paraguay,2009,345.20547945205476,215.9962218123873
404,Philippines,2009,120.82191780821918,372.2705453675079
405,Poland,2009,320.54794520547944,284.98295846801125
406,Portugal,2009,500.54794520547944,155.40663329122572
407,Romania,2009,315.6164383561644,448.9593755586096
409,Rwanda,2009,98.63013698630137,210.36974773109893
410,Saudi Arabia,2009,392.05479452054794,309.0069741485402
411,Senegal,2009,411.7808219178082,242.933919807748
412,Serbia,2009,239.17808219178085,487.7498613143708
413,Sierra Leone,2009,337.8082191780822,358.73879162731544
414,Slovakia,2009,295.8904109589041,360.8355642332507
415,Slovenia,2009,325.47945205479454,188.61061613777
416,South Africa,2009,367.39726027397256,278.25466328570263
420,Suriname,2009,379.7260273972603,257.9376095882887
421,Sweden,2009,404.3835616438356,164.1539851370374
424,Tajikistan,2009,241.64383561643837,431.57800388628175
425,Tanzania,2009,170.13698630136986,223.1443832450998
426,Thailand,2009,180.0,126.18457421565827
427,Togo,2009,199.72602739726028,307.76831702607
428,Trinidad and Tobago,2009,241.64383561643837,244.41433027354023
429,Tunisia,2009,443.83561643835617,339.96474805819827
432,Uganda,2009,194.7945205479452,250.06401036274343
434,United Arab Emirates,2009,273.6986301369863,322.72226991136193
435,United Kingdom,2009,451.2328767123288,142.04075144983247
436,Uruguay,2009,241.64383561643837,175.4086111719091
438,Venezuela,2009,436.43835616438355,200.67899236455705
439,Vietnam,2009,86.30136986301369,266.36653065222674
440,Yemen,2009,172.60273972602738,512.938152672948
441,Zambia,2009,120.82191780821918,261.5000831122331
442,Zimbabwe,2009,258.90410958904107,397.3711154846517
443,World,2009,283.56164383561645,254.574124902061
445,Albania,2010,140.54794520547946,322.9100936249887
446,Algeria,2010,327.94520547945206,312.1666276326917
447,Angola,2010,216.986301369863,320.4132891808989
448,Argentina,2010,357.5342465753425,204.90610072248003
449,Armenia,2010,182.46575342465752,387.9319923084978
453,Bahamas,2010,138.08219178082192,242.46446189107127
454,Bangladesh,2010,145.4794520547945,376.86746970491913
455,Belarus,2010,377.26027397260276,532.9338282837558
456,Belgium,2010,458.6301369863014,134.30330468888724
457,Belize,2010,165.2054794520548,188.96947709810053
458,Benin,2010,180.0,250.51058469207123
460,Bosnia and Herzegovina,2010,184.93150684931504,342.10822252962083
461,Botswana,2010,212.05479452054794,261.2581213926136
462,Brazil,2010,431.5068493150685,195.5421421384889
463,Brunei,2010,308.2191780821918,212.2082688340413
464,Bulgaria,2010,308.2191780821918,471.6960762974449
465,Burkina Faso,2010,157.8082191780822,280.24827119173267
467,Cameroon,2010,221.91780821917808,284.2885411667436
469,Central African Republic,2010,300.8219178082192,449.9550511303559
470,Chad,2010,81.36986301369863,295.2446629920106
471,Chile,2010,187.39726027397262,143.55498016015616
472,China,2010,197.26027397260273,283.8326599749294
473,Colombia,2010,352.60273972602744,146.56831579629156
474,Congo,2010,221.91780821917808,383.9512647880485
475,Costa Rica,2010,342.73972602739724,132.91131749042847
476,Croatia,2010,273.6986301369863,308.9121449724304
477,Cuba,2010,162.73972602739727,200.6366168502062
478,Cyprus,2010,446.3013698630137,171.41827698719229
479,Denmark,2010,165.2054794520548,138.56186153807377
480,Djibouti,2010,295.8904109589041,276.41722257520325
481,Dominican Republic,2010,438.90410958904107,234.3249795238665
482,Ecuador,2010,379.7260273972603,157.06397548869043
484,El Salvador,2010,128.21917808219177,170.63020286646102
485,Estonia,2010,170.13698630136986,316.74739521332225
487,Fiji,2010,229.3150684931507,441.564496948902
488,Finland,2010,249.04109589041096,177.8675487224636
490,Gabon,2010,143.013698630137,292.6554167489794
491,Gambia,2010,411.7808219178082,339.69281325321225
492,Georgia,2010,180.0,509.1727667684327
493,Germany,2010,433.972602739726,164.8143254554063
494,Ghana,2010,204.65753424657535,324.23120773853776
496,Guatemala,2010,184.93150684931504,158.99564215239414
497,Guinea,2010,362.4657534246575,342.02972133680635
498,Guyana,2010,93.69863013698631,386.8467409131125
499,Haiti,2010,244.1095890410959,454.9508278222567
500,Honduras,2010,266.3013698630137,246.1876380857278
501,Hungary,2010,488.2191780821918,332.4615476206609
502,Iceland,2010,155.34246575342465,129.50608719622397
503,India,2010,212.05479452054794,279.72472306676804
504,Indonesia,2010,234.24657534246575,351.74592203921446
505,Iraq,2010,406.8493150684932,338.5321589438012
506,Iran,2010,281.09589041095893,285.8827121475262
507,Ireland,2010,436.43835616438355,142.27999174324776
510,Jamaica,2010,261.3698630136986,182.64213003229816
512,Jordan,2010,500.54794520547944,232.8698028362711
514,Kenya,2010,172.60273972602738,243.42318884532887
515,Kuwait,2010,503.013698630137,159.17334686592406
516,Kyrgyzstan,2010,189.86301369863014,511.4205054418363
518,Latvia,2010,355.06849315068496,406.9801158977024
519,Lebanon,2010,478.3561643835617,279.1665288285184
521,Liberia,2010,429.041095890411,286.0435880566933
522,Lithuania,2010,234.24657534246575,383.4679166165866
523,Luxembourg,2010,241.64383561643837,151.18450060828823
525,Malawi,2010,78.9041095890411,252.86205450515035
526,Malaysia,2010,396.98630136986304,280.7065625499981
527,Maldives,2010,76.43835616438356,210.76652967632887
528,Mali,2010,194.7945205479452,276.9526649631498
529,Malta,2010,290.958904109589,183.95809708741623
530,Mauritania,2010,342.73972602739724,248.272987159313
531,Mauritius,2010,480.8219178082192,234.7378240173876
532,Mexico,2010,258.90410958904107,152.0330687639442
533,Moldova,2010,303.28767123287673,508.1909892616001
535,Montenegro,2010,318.0821917808219,379.068974239344
536,Morocco,2010,266.3013698630137,463.62442089733526
537,Mozambique,2010,189.86301369863014,362.0908085048418
538,Myanmar,2010,214.5205479452055,238.5300056404812
539,Namibia,2010,180.0,283.4463063083558
540,Nepal,2010,221.91780821917808,257.4134884358281
542,New Zealand,2010,214.5205479452055,142.5853743057329
543,Nicaragua,2010,224.3835616438356,150.5357392209279
544,Niger,2010,103.56164383561644,237.0105135783137
545,Nigeria,2010,286.027397260274,183.0855220258539
546,Norway,2010,443.83561643835617,137.36356043113668
547,Oman,2010,246.5753424657534,320.9800228781805
548,Pakistan,2010,295.8904109589041,435.60162645263546
549,Panama,2010,241.64383561643837,138.24400461735573
550,Paraguay,2010,345.20547945205476,220.13646409674
552,Philippines,2010,123.2876712328767,372.4654425507092
553,Poland,2010,290.958904109589,268.10339639257734
554,Portugal,2010,500.54794520547944,147.93706406760714
555,Romania,2010,360.0,438.658986469717
557,Rwanda,2010,83.83561643835617,205.224356127274
558,Saudi Arabia,2010,401.9178082191781,310.6984934657594
559,Senegal,2010,431.5068493150685,243.1680597840156
560,Serbia,2010,226.84931506849315,475.3697454337645
561,Sierra Leone,2010,347.67123287671234,358.52115391175414
562,Slovakia,2010,303.28767123287673,344.58424031845715
563,Slovenia,2010,325.47945205479454,180.871143623349
564,South Africa,2010,369.8630136986301,266.4757807049046
567,Sri Lanka,2010,73.97260273972603,235.9763007651921
568,Suriname,2010,374.79452054794524,253.9580508733205
569,Sweden,2010,411.7808219178082,156.15271804698307
572,Tajikistan,2010,249.04109589041096,430.02321683024
573,Tanzania,2010,167.67123287671234,221.1739186358116
575,Togo,2010,226.84931506849315,306.37683392630976
576,Trinidad and Tobago,2010,258.90410958904107,231.47339520599385
577,Tunisia,2010,441.3698630136986,334.6828052547871
580,Uganda,2010,202.1917808219178,241.33511469574844
582,United Arab Emirates,2010,256.43835616438355,322.23906349003363
583,United Kingdom,2010,461.09589041095893,135.9897180962311
584,Uruguay,2010,212.05479452054794,171.83708316235487
586,Venezuela,2010,419.1780821917808,195.02710452466275
587,Vietnam,2010,78.9041095890411,262.4188678183754
588,Yemen,2010,172.60273972602738,504.63959366460944
589,Zambia,2010,113.42465753424658,259.8848155967624
590,Zimbabwe,2010,258.90410958904107,387.6959575839848
591,World,2010,283.56164383561645,252.670964126913
593,Albania,2011,133.15068493150685,319.5234783684484
594,Algeria,2011,367.39726027397256,308.24527141780527
595,Angola,2011,216.986301369863,313.3852881223626
596,Argentina,2011,364.93150684931504,203.15827893605228
597,Armenia,2011,192.32876712328766,376.0225939638779
599,Austria,2011,549.8630136986301,163.1627366728858
601,Bahamas,2011,135.6164383561644,242.4396842250896
602,Bangladesh,2011,152.87671232876713,356.17831742916024
603,Belarus,2011,429.041095890411,536.5877189951019
604,Belgium,2011,557.2602739726028,131.49166505787147
605,Belize,2011,182.46575342465752,184.512295680175
606,Benin,2011,184.93150684931504,250.7336839838634
607,Bolivia,2011,128.21917808219177,215.3710360758513
608,Bosnia and Herzegovina,2011,180.0,339.55641554295966
609,Botswana,2011,249.04109589041096,262.3706376750039
610,Brazil,2011,431.5068493150685,192.26077133505785
611,Brunei,2011,241.64383561643837,210.3746605216025
612,Bulgaria,2011,310.6849315068493,461.4118248940841
613,Burkina Faso,2011,155.34246575342465,279.21691955681297
615,Cameroon,2011,221.91780821917808,279.2153806981681
617,Central African Republic,2011,288.4931506849315,448.068080365893
618,Chad,2011,83.83561643835617,294.4838010271192
619,Chile,2011,189.86301369863014,137.5582498202575
620,China,2011,199.72602739726028,284.0113944207979
621,Colombia,2011,355.06849315068496,136.783823788535
622,Congo,2011,221.91780821917808,367.7472540635853
623,Costa Rica,2011,347.67123287671234,128.37835583143192
624,Croatia,2011,273.6986301369863,297.8889100889335
625,Cuba,2011,177.53424657534248,186.29738825539025
626,Cyprus,2011,441.3698630136986,161.95210710442535
627,Denmark,2011,184.93150684931504,129.20641823520904
628,Djibouti,2011,290.958904109589,272.5446714320768
629,Dominican Republic,2011,478.3561643835617,232.5872366578904
630,Ecuador,2011,396.98630136986304,155.38747574196944
631,Egypt,2011,150.4109589041096,537.5572063755737
632,El Salvador,2011,145.4794520547945,170.2624938534302
633,Estonia,2011,152.87671232876713,305.644743286545
634,Ethiopia,2011,76.43835616438356,208.8918080246902
635,Fiji,2011,226.84931506849315,432.6726852726517
636,Finland,2011,241.64383561643837,170.81643187411356
638,Gabon,2011,140.54794520547946,288.2792447510774
639,Gambia,2011,426.57534246575347,339.6444899793006
640,Georgia,2011,106.02739726027397,496.06851331216353
641,Germany,2011,429.041095890411,160.8445550349487
642,Ghana,2011,162.73972602739727,321.86939177908965
644,Guatemala,2011,182.46575342465752,157.79496996941026
645,Guinea,2011,372.32876712328766,343.2819646088253
646,Guyana,2011,93.69863013698631,403.6667421389763
647,Haiti,2011,273.6986301369863,453.8323549747838
648,Honduras,2011,281.09589041095893,246.4754377125173
649,Hungary,2011,458.6301369863014,324.38008810390653
650,Iceland,2011,152.87671232876713,125.38018900569703
651,India,2011,216.986301369863,283.15705180035263
652,Indonesia,2011,249.04109589041096,351.0077207424006
